article	answer
Question: In the prefix = st1 /United States, almost half of the high school graduates _ . Context: Education in the United States is compulsory for children up to about the age of sixteen.Most young people stay in school longer than that. Most graduate from high school at the age of 17 or 18. Almost half of these high school graduates continue their education at a college or university.Education for most young people in this country is free up to the time they graduate from high school.There are private schools, but most parents send their children to public schools, where students do not pay tuition . When young people go to college, however,they must pay tuition at a public university or a private university.University costs are going up a lot:private universities have become very expensive because the government does not help them. Who pays? The parents of children in college may have to pay more,or often the students may have to find jobs.These students have to worry about assignments and grades and also about their jobs.If they work too much at their jobs they may be absent from class or miss assignments or make too many errors on tests.They may even fail their courses and have to leave the university. For many students, the problem of getting an education is not just a problem of homework and exams.They also have to make money to pay for tuition.And professors don't teach them how to do that! </s>	go to colleges and universities </s>
Question: It can be inferred from the passage that _ . Context: A global positioning system(GPS)service is aiding the elderly in the Panlong district of Kunming,capital of Southwest China's Yunnan province. The telecommunications service provider,with the support o,f the local govemment,started the GPS tracking service in January to help the elderly,especially those with Alzheimer's disease,a condition that slowly destroys memory. Huang Haiying,an employee with a local telecommunications company,told China Daily that with the GPS devices ,the people who look after the elderly can quickly find their positions either online or by ca l l ing the service center in case ot emergencles. The system is also connected to the police,hospitals,fire services and community service centers to ensure that the elderly get quick and proper help,Huang said. Experts said that this service could improve the quality of life for thousands of elderly people with Alzheimer's,their families and those who look after them. Hundreds of people have already been helped by the service this year,Huang said. Huang said that the system has about 1 0,000 subscribers and she expects that number to grow 1 0 times over the next three years.A user pays 25 yuan($4)each month for the service.A family with an income below the local poverty line can get a 10 yuan subsidy evcry month from the government. The local government has spent more than 2 million yuan to subsidize the service to date. Rao Yuehui,director of the Panlong civil affairs department,said that about 90,000 people,or 15.4 percent of the district'S population,are more than.60 years old. He Xiangqun,an official with the Yunnan provincial civil affairs department,said that this means that the population meets international standards classifying it, as an aging society as defined by the United Nations. </s>	the life quality of'the elderly in th.e Panlong district is pretty good </s>
"Question: The existence of the privately owned mass media depends on the support of _ . Context: In the West, advertisements are the fuel that makes mass media work. Many TV stations, newspapers, magazines, radio stations are privately owned. The government does not give them money. So where does the money come from? From advertisements. Without advertisements, there would not be these private businesses. Have you ever asked yourself what advertising is? Through the years, people have given different answers to the question. For some time it was felt that advertising was a means of ""keeping your name before the public"". And some people thought that advertising was ""truth well told"". Now more and more people consider it in this way: Advertising is the paid, non-personal, and usually persuasive presentation of goods, services and ideas by some certain sponsors through various media. First, advertising is usually paid for. Various sponsors pay for the advertisements we see, read, and hear over the various media. Second, advertising is non-personal. It is not face-to-face communication. Although you may feel that a message in a certain advertisement is aimed directly at you, in fact, it is directed at large groups of people. Third, advertising is usually persuasive. Directly or indirectly it asks people to do something. All advertisements try to make people believe that the product, idea, or service advertised can benefit them. Fourth, the sponsors of the advertisement must show their names. From the advertisement, we can see if the sponsor is a company, or a single person. Fifth, advertising reaches us through old and modern mass media. Included in the old media are newspapers, magazines, radio, television, and films. Modern media include emails, matchbox covers, and boards on top of buildings. </s>"	advertisements </s>
"Question: Which can be the best title? Context: Wikipedia is a free-access, free content Internet encyclopedia , supported and hosted by the non-profit Wikipedia Foundation. Wikipedia is ranked among the ten most popular websites and is considered the Internet's largest and most popular general reference book. Now, Wikipedia is becoming Wookiepedia as scientists hope the informative website will help us reach out to intelligent life forms. So aliens can learn about the human race. Astronomers would like to beam the entire contents of Wikipedia into space in the hope of contacting aliens. They want to send messages to hundreds of star systems and planets 20 light years away using radio telescopes. The Search for Extraterrestrial Intelligence Institute, in California, wants to use powerful radio telescopes to try to reach Chewbacca and his mates in a galaxy far away. The plans will be discussed by astronomers at the weekend as some scientists fear the reply from ET might not turn out to be friendly. Institute scientist David Black said, ""One question is if there are dangerous creatures we might be drawing their attention to ourselves. Another is if we go ahead, what message should be sent? There could be many civilizations out there,but if they are all listening and no one is broadcasting or responding, then nothing will happen."" Professor Stephen Hawking, who has warned that intelligent aliens probably exist and we should keep a safe distance from them, is among _ . ""If aliens visit us, the outcome would be much as when Columbus landed in America which didn't turn out well for the Native Americans,"" he said. Signals from Earth's radio and TV broadcasts have been heading out in space for some 60 years reaching around 5,000 stars. </s>"	Wikipedia to be beamed into space </s>
"Question: Which of the following words best describes the boy? Context: John had been on a business trip for three weeks. It was coming up on Mother's Day, and he usually tried to go back home, but this time he was too tired. He was in a small town outside of Little Rock when he drove by a flower shop. He decided to send his mother some roses. He went into the shop and saw a young man talking to the florist. ""How many roses can I get for six dollars, ma'am?"" the boy asked. The florist tried to explain that roses were expensive. Maybe he should be happy with carnations . ""No, I have to have roses,"" he said, ""My mom was sick so much last year and I had little time with her. It has to be red roses, 'cause that's her favourite."" The florist shook her head. John was touched by the boy, who wanted to get those roses so badly. John looked at the florist and silently mouthed that he would pay for the boy's roses. Then the florist said, ""Ok, I will give you a dozen red roses for your six dollars."" The young man almost jumped into the air. He took the flowers and ran from the store. It was worth the extra thirty-five dollars just to see that kind of excitement. John ordered his own flowers and had the florist be sure that delivery would include a note telling his mother how much he loved her. Then he drove away from the shop. As he waited at the light, he saw the young man crossing the street and enter a park through two huge gates. Suddenly, he realized it wasn't a park. It was a cemetery . The light changed, and John slowly crossed the road, parked his car and got out to follow the boy down the fence. The boy stopped by a small monument and went on his knee. He carefully laid the roses on the ground and cried, ""Mommy, why didn't I tell you how much I love you?, Jesus, please. Tell my mommy I love her."" John turned, tears in his eyes, and walked back to his car. He drove quickly to the flower shop and told the florist he would take the flowers personally. </s>"	Poor </s>
"Question: Who was Jack the Ripper? Context: Most people have some common sense. When we see something suspicious on TV, in the newspaper, or on the Internet, we roll our eyes and wonder how anyone could believe something so stupid. Nevertheless, there are stories that even educated people still believe. These tales may or may not be true, but they leave us wondering whether they are real or not. On National Geographic Channel, these stories are dissected in full detail in the series Is It Real. Thousands of years ago, aliens landed on the Earth. They tampered with the evolution of humans and the results of this can be seen practically everywhere. Sound ridiculous? Not to some people. Believe it or not, there are those who believe that alien astronauts had a hand in making the human race what it is today. Travel back in time with Ancient Astronauts and visit our ""alien ancestors"". In the autumn of 1888, Jack the Ripper roamed the streets of London's East End. After his reign of terror was over, five women had been killed. To this day, the mystery of who killed these ladies remains unsolved. No one knows for sure, but the truth may be revealed on Jack the Ripper. Vampires . Just the thought of these fictional beasts is enough to make your blood run cold. While we may think that they only come to life in books and movies, vampires are actually based on real people. Historians, folklorists, scientists and doctors all work together to investigate the plausibility of vampires. Take a bite into this juicy mystery on Vampires. No other channel can offer this type of programming other than National Geographic Channel. In this unique series, they've stripped away 12 myths that have stood the test of time to expose the truth and find out the answer to the question--Is it real? </s>"	The name given to an unknown murderer. </s>
"Question: We can describe Greg as _ . Context: The story of the day I lost my best friend to a car accident. The day a precious life was taken from us way too soon. It was a bright and Sunny day in November. Thanksgiving had been celebrated only two days before. Since it was a holiday weekend I had been on the phone with Greg the night before many times. His dad didn't want him to come over because of the holiday. I guess he finally wore him down and he called and said, ""I can stay"". So, my mom, brother, and I went to pick him up. He was always smiling. The complete opposite of my shy self, Greg was always the life of the party. We got two large pizzas that Friday night. I've never known anyone in my entire life who loved to eat more than Greg. That's the way he was though. He was just enjoying life. And if it meant gaining weight or whatever, so be it. He would sit back and put his hands on his belly and just laugh. We (Greg, David, and I) did so many funny things together and had such great times. Things we should have done and things we shouldn't have done, I'll ""Never"" forget. On Saturday morning Dad took us out for breakfast. We all finished eating and followed my Dad up to the cashier. Greg asked Dad if he could have a candy bar. I looked at Greg shaking my head. He just laughed. After breakfast, Father took us to my Mom's house. When we got out at Mom's house there was no one home. So, one of us grabbed a big wheel and rode it down the steep driveway into the street. Just boys being boys. Greg and I did it several times until the last time. The car hit him on the head, knocking him around 75-- 100 yards. My brother and I both ran screaming just yelling for help and crying. One of the neighbors called 911. I was in shock. That day was forever etched into our memories. It still hurts to think about it. Wishing we could have grown old together. Wondering how it would have been. I'm sure It WOULD HAVE BEEN GREAT. </s>"	easy-going and optimistic </s>
Question: According to the text, what is diapause? Context: We bet that on cold wintry days, many of you love to stay in your warm home and, every now and then, come out into the kitchen for a snack. Unfortunately, plenty of creepy-crawly critters like to do the same thing! Winter is the time when bugs invade your house without an invitation. The season can be tough for such creatures. In winter the air is cold, the ground is hard and many trees have no leaves. So bugs do what they have to do to survive. Monarch butterflies head south to warmer climates. Ants crowd in deep underground colonies and eat food they have been storing all year. Many insects go into a deep sleep called diapause. There're different kinds of diapause, but all are similar to hibernation, a time when bigger animals become inactive in the cold. Insects go into an inactive period, too, but it often isn't when the temperature drops. They rely on more dependable signals in the environment. For example, many insects can tell how much sunlight there's each day. They use that to tell themselves when to shut down. Bugs are cold-blood-ed, meaning that their inside temperature is the same as the outside. They can't move much when it gets below 40 degrees Fahrenheit. So they search for any warm place. They're looking for protection. These guys have been doing this for 300 million years, so they don't really know they're coming into your house. The home is a recent event in terms of their evolutionary behav-ior. They enter through tiny cracks or come in unnoticed on your clothes or shoes. Remember that they may be invading your homes for warmth and food, but they don't care about humans. </s>	It is a deep sleep similar to hibernation. </s>
"Question: _ told Loin that Rabbit was the new King of the Jungle. Context: Lion was the King of the Jungle . One day, Giraffe told Lion, ""Rabbit says he is the new King of the Jungle."" ""What?"" Lion was very angry. He went to meet Rabbit. The other animals followed him to see what he would do. ""Rabbit,"" said Lion, ""Why do you say that you are the new King of the Jungle?"" ""Oh, but it's true,"" said Rabbit. ""I'm faster and cleverer than you. We can have a competition ."" ""All right,"" said Lion. Rabbit took Lion to a deep ravine . He said, ""If I fly down to the ravine faster than you, I am faster and cleverer than you. So I go, or you will go first?"" ""Of course I will go first,"" said Lion, ""I am the King of the Jungle!"" He then threw himself into the deep ravine. Rabbit smiled and said to the other animals. ""I am your new king now. I am faster and cleverer than Lion."" The other animals didn't understand. ""Lion was stupid! Anyone will die after jumping into the ravine!"" </s>"	Giraffe </s>
"Question: This passage is mainly about _ . Context: Who taught you to speak English? Your parents, while you were a child? Your teacher at school? Perhaps even the BBC as a grown-up. Whoever it was, somehow you have developed an understanding of what is rapidly becoming a truly global language. There are now about 376 million people who speak English as their first language, and about the same number who have learnt it in addition to their mother tongue. There are said to be one billion people learning English now and about 80% of the information on the Internet is in English. Is this a good thing, or a bad thing? Should we celebrate the fact that more and more of us can communicate, using a common language, across countries and cultures? Or should we worry about the dangers of "" mono-culturalism"", a world in which we all speak the same language, eat the same food and listen to the same music? Does it matter if an increasing number of people speak the same language? I would have thought the other way around although I have never accepted the argument that if only we all understood each other better, there would be fewer wars. _ ... If we all speak English, will we then all start eating McDonalds burgers? Surely not. If English becomes more dominant , it will kill other languages? I doubt it. When I travel in Africa or Asia, I am always surprised by how many people can speak not only their own language but often one or more other related languages, as well as English and perhaps some French or German as well. When we discussed this on Talking Point a couple of years ago, we received a wonderfully poetic email from a listener in Ireland. ""The English language is a beautiful language. Maybe it's like a rose,"" he said. ""But who would ever want their garden just full of roses?"" Well, I love roses, and I think they make a beautiful addition to any garden. But the way I see it, just by planting a few roses, you don't necessarily need to pull out everything else. If more and more people want to plant English roses, that's fine by me. </s>"	whether we need to worry about English being a world language </s>
"Question: The passage above is _ . Context: Once upon a time, there was a spider with the name Anansi. He knew that he was very clever but he also knew he wasn't wise. He didn't like this, but he did not know what to do. One day he had an idea. He went around the village with a basket and asked each person to give him some of their wisdom. The people laughed at Anansi because they knew that he needed wisdom the most. So each person put a bit in his basket and wished him good luck. Soon his basket was full, but Anansi was worried that his neighbors might be jealous( ) of his wisdom and take it from him. He decided to hide it at the top of a tall tree. When he had tied the basket to the front part of his body, he tried to climb the tree, but it was too difficult. He tried again and again with out success. Then his youngest son walked by. ""What are you doing, father?"" he asked and Anansi told him."" Why don't you carry the basket on your back instead?"" his son said. Anansi put the basket on his back and climbed the tree easily, but he wasn't happy. ""I walked all over the village and collected so much wisdom that I am the wisest person ever, but my baby son is still wiser than me. Take back your wisdom!"" he said. And he threw the basket of wisdom into the air and went home. And that's how wisdom went all over the world. </s>"	a story </s>
"Question: Where did the writer met Pixar? Context: Five years ago, I met her in a shopping center. I was walking through the shop when I saw her. Then she came back to my house with me. After that, we became friends. Once she had to go into hospital to have an operation on her leg. I was worried about her and looked after her every day. I made breakfast for her. I was not good at cooking, but she never complained. I also helped her take showers. I have no idea why we can be good friends, because she is quite different from me. I like writing, reading and playing computer games. But she loves outdoor activities. She likes playing balls best. She also loves sleeping. She will run all around the house to lick my face if someone shouts ""Kiss for Dad."" That is the only name she knows me by--Dad, though I call her by many names--Pickle, Missile and Little. But her real name is Pixar. This week she turns seven years old. </s>"	In a shopping center. </s>
"Question: . Why did she ask for ten pounds of steak? Context: Ellen Parker was worried about her health. She could not walk very quickly and it was difficult for her to climb stairs . She was soon out of breath. ""I think I had better go to the doctor, "" she thought. She went to the doctor and told him her problem. ""I'm not at all surprised, ""he said. ""It's obvious what your problem is."" He examined her and then gave her some advice.""If you don't do what I say, Mrs. Parker,"" he said. ""You will have a heart attack . It could kill you."" Ellen was very worried as she left the doctor's. She knew that she had to take his advice but that would not be easy and it would take time. The next day she went shopping. The first shop she went into was a butcher's shop . ""I'd like ten pounds of steak , please,"" she said. ""Certainly, madam,"" the butcher answered and went into the cold room and found a large piece of steak. He brought the huge piece of meat back into the shop and placed it on the scale . ""That's just ten pounds,"" he said. ""That's big enough,"" Mrs. Parker said. The butcher worked out the price. ""At $ 4.99 a pound that will be $ 49.90, please. Would you like me to cut it into small pieces for you?"" ""Oh, I don't want to buy the meat,"" Mrs. Parker said. ""If you don't want to buy it,"" the butcher said angrily, ""Why did you ask me to get it for you?"" ""My doctor told me that I am overweight and have to lose ten pounds. I wanted to see what ten pounds of flesh looked liked."" </s>"	She wanted to see what ten pounds of meat looked like. </s>
Question: The best title for this passage would be _ . Context: Americans are proud of their variety and individuality,yet they love and respect few things more than a uniform,whether it is the uniform of an elevator operator or the uniform of a fivestar general. Why are uniforms so popular in the United States? Among the arguments for uniforms,one of the first is that in the eyes of most people they look more professional than civilian clothes. People have become conditioned to expect superior quality from a man who wears a uniform. The television repairman who wears a uniform tends to inspire more trust than one who appears in civilian clothes. Faith in the skill of a garage mechanic is increased by a uniform. What easier way is there for a nurse,a policeman,a barber,or a waiter to lose professional identity than to step out of uniform? Uniforms also have many practical benefits. They save on other clothes. They save on laundry bills. They are taxdeductible .They are often more comfortable and more durable than civilian clothes. Primary among the arguments against uniforms is their lack of variety and the consequent loss of individuality experienced by people who must wear them. Though there are many types of uniforms,the wearer of any particular type is generally stuck with it,without change,until retirement. When people look alike,they tend to think,speak,and act similarly,on the job at least. Uniforms also give rise to some practical problems. Though they are longlasting,often their initial expense is greater than the cost of civilian clothes. Some uniforms are also expensive to maintain(,),requiring professional dry cleaning rather than the home laundering possible with many types of civilian clothes. </s>	Advantages and Disadvantages of Uniforms </s>
"Question: From the passage we know that our dreams _ . Context: Let us begin by saying what does not cause our dreams. Our dreams do not come from ""another world "". They are not messages from outside source. They are not a look into the future , either . All our dreams have something to do with our feelings, fears, longings, wishes, needs and memories. If a person is hungry , or tired or cold , his dreams may include a feeling of this kind .If the covers on your body , such as a quilt or a blanket have slipped off your bed , you may dream that you are sleeping on the ice and snow. The material for the dream you will have tonight is likely to come from the experience you have today. So the subject of your dream usually comes from something that has effect on you while you are sleeping (feeling of cold, a noise, a discomfort, etc.) and it may also use your past experiences and the wishes and the interests you have now.This is why children are likely to dream of fairies, older children of school examinations, hungry people of food, home-sick soldiers of their families and prisoners of freedom. To show you how this is happening while you are asleep and how your needs and wishes can all be joined together in a dream , here is the story of the experiment.A man was asleep and the back of his hand was rubbed with a piece of absorbed cotton.He would dream he was in hospital and his charming girlfriend was visiting him , sitting on the bed and feeling gently his hands! There are some scientists who have made a special study of why we dream, what we dream and what those dreams mean.Their explanations of dreams , though a bit reasonable, is not accepted by everyone but it offers an interesting approach to the problem.They believe that dreams are mostly expressions of wishes that do not come true.In other words, dreams are a way of having your wishes carried out. </s>"	are to some degree connected with our feelings </s>
Question: Ray Birdwhistell believes that physical appearance _ . Context: Perhaps the most famous theory, the study of body movement, was suggested by Professor Ray Birdwhistell. He believes that physical appearance is often culturally programmed. In other words, we learn our looks ---- we are not born with them. A baby has generally informed face features. A baby, according to Birdwhistell, learns where to set the eyebrows by looking at those around-family and friends. This helps explain why the people of some areas of the United States look so much alike, new Englanders or Southerners have certain common face features that cannot be explained by genetics . The exact shape of the mouth is not set at birth, it is learned after. In fact, the final mouth shape is not formed until well after new teeth are set. For many, this can be well into grown-ups. A husband and wife together for a long time often come to look alike. We learn our looks from those around us. This is perhaps why in a single country area people smile more than those in other areas. In the United States, for example, the South is the part of the country where the people smile most frequently. In New England they smile less, and in the western part of New York State still less. Many southerners find cities such as New York cold and unfriendly, partly because people on Madison Avenue smile less than people on Peachtree Street in Atlanta, Georgia. People in largely populated areas also smile and greet each other in public less than people in small towns do. </s>	has much to do with culture </s>
Question: The article tells us that_. Context: Steve Jobs-A surprising success. Nothing in the early years of Steve Job's life suggested that he would be so successful. Born in San Francisco, the child of two students, he was adopted and grew up close to Silicon Valley. While at company-and he and his best friend Steve Wozniak got summer jobs there. After finishing high school in 1972, Jobs studied at an expensive liberal arts college in Portland, Oregon but he dropped pout after one after one term. He grew his hair and a beard, slept on friends' floors, and sometimes went to a Hare Krishna temple for free meals. Like many drop-outs at that Beatles-inspired time, his ambition was to visit a guru([])in India, which he eventually did with a friend. When they got there, the guru had died. At this point, Jobs has a limited education, and no obvious talents, apart from a notorious ability to talk. However, he did have a devoted friend who was an electronics genius. They were a great team. Without Jobs' s ambition, high design standards, the ability to make deals and great maketing skills-Wozniak might well have spent a quiet life designing hardware at HP. </s>	Steve Jobs didn't know his real parents </s>
"Question: How can a college graduate increase his or her yearly income according to the passage? Context: As the price of a college degree continues to rise, there's growing evidence that the monetary payoff isn't quite as big as often advertised. The best estimate now is that a college degree is worth about $300,000 in today's dollars--nowhere near the million figure that is often quoted. ""That million number has driven me crazy!"" says Sandy Baum, a Skidmore economist who studied the value of a college degree for the College Board last year. Baum's research showed that college graduates earn, on average, about $20,000 a year more than those who finished their educations at high school. Add that up over a 40-year working life and the total differential is about $800,000, she figures. But since much of that bonus is earned many years from now, taking away the impact of inflation means that$800,000 in future dollars is worth only about $450,000 in today's dollars. Then, if you remove the cost of a college degree--about ,$30,000 in tuition and books for students who get no aid and attend public in-state universities--and the money a student could have earned at a job instead of attending school, the real net value in today's dollars is somewhere in the $300,000 range, a number confirmed by other studies. But, especially these days, that still makes a college degree one of the most _ investments a person can make, Baum notes. Better yet, college graduates can go on to earn advanced degrees, which return even bigger payoffs. The average holder of a bachelor's degree earns about$51,000 a year, Baum calculates. But those who've gone on to earn MBAs, law degrees, or other professional degrees earn about $100,000 a year. In addition, Baum found that there are plenty of other rewards for a degree. The quality of the jobs college graduates get is far better, for example. College graduates are more likely to get jobs with health insurance. And it is easier for them to find and hold jobs. The unemployment rate for college graduates was just 2.2 percent last year, half the unemployment level of those with only high school diplomas. There are lots of other nonmonetary benefits as well. College graduates are healthier, contribute more to their communities, and raise kids who are better prepared academically, studies show. Other researchers have found that the payoff of a degree is especially lucrative for students from low-income families, since the education and degrees give them a chance to break out of low-paying careers. </s>"	By going on for higher degrees. </s>
Question: It is hard to explain what a painter is saying because _ . Context: Every artist knows in his heart that he is saying something to the public. Not only does he want to say it well, but he wants it to be something that has not been said before. He hopes that the public will listen and understand ----he wants to teach them, and he wants them to learn from him. What visional artists like painters want to teach is easy to make out but difficult to explain, because painters translate their experience into shapes and colors, not words. They seem to feel that a certain choice of shapes and colors, out of the countless billions possible, is very interesting for them and worth showing to us. Without their work we should never have noticed these particular shapes and colors, or have felt the delight which they brought to the artists. Most artists take their shapes and colors from the world of nature and from human bodies in movement and at rest; their choices show that these aspects of the world are worth looking at, that they contain beautiful sights. Modern artists might say that they only choose subjects that provide an interesting pattern, that there is nothing more in it. Yet even they do not choose totally without thinking about the character of their subjects. If one painter chooses to paint a decaying leg and another a lake in moonlight, each of them is directing our attention to a certain aspect of the world . Each painter is telling us something, showing us something, emphasizing something - all of which means that, consciously or unconsciously, he is trying to teach us. </s>	a painter use shapes and colors instead of words </s>
"Question: The manager of the drugstore shouted at the writer in dirty words because _ . Context: There was one shop in the town of Mufulira which was widely known for its racial discrimination. It was a drugstore .While Europeans were served at the counter ,a long line of Africans queued at the window and often not only were kept waiting but were treated rudely by the shop assistants .One day I was determined to make a public protest against this kind of thing ,and many of the schoolboys in my class followed me to the store. I simply went into the shop and asked the manager politely for some medicine. As soon as he saw me standing in the place where only European customers were allowed to stand ,he shouted at me in a bastard language which is only used by a boss when speaking to his servants .I stood at the counter and politely requested in proper English that I should be served .The manager became angry and said , ""Even if you stand till Christmas ,I will never serve you ."" I went to the District Commissioner's office .Fortunately ,he was out ,for _ however ,I saw a young District Officer who was a friend of mine .He was very concerned to hear my story and told me that all I had to do was come to him personally and he would buy my medicine for me .I protested that that was not good enough .I asked him to accompany me back to the store and to make a protest to the manager .This he did ,and I well remember him saying to the manager , ""Here is Mr. Kaunda who is a responsible member of the Urban Advisory Council, and you treat him like a common servant ."" The manager of the drugstore apologized and said , ""If only he had introduced himself and explained who he was ,then ,of course ,I should have given him proper service."" I had to explain once again that he had missed my point .Why should I have to introduce myself every time I went into a store...any more than I should have to buy my medicine by going to a European friend ? I want to prove that any man of any color ,whatever his position ,should have the right to go into any shop and buy what he wanted .After all, the money which I paid across the counter was exactly the same money as was paid by a European customer. </s>"	that was the language he used when speaking to Africans </s>
"Question: Why did the master buy a lot of chilies? Context: There once was a master who went to India. In those times, we didn't have the communications or airplanes or many kinds of transportation that we do now. So the master went to India on foot. He had never been to India before; perhaps he came from Persia. And when he got there, he saw a lot of fruit. In India they have plenty of fruit to sell, but much of it is expensive because they can't grow much due to the water situation. So he saw one basket, a big basket of some very red, long fruit. And it was the cheapest in the shop, not expensive at all. So he went up and asked, ""How much per kilo?"" And the shopkeeper said, ""Two rupees ."" Two rupees in India is nothing; it's like dirt. So he bought a whole kilogram of the fruit and started eating it. But after he ate some of it: Oh, my God! His eyes watered, his mouth watered and burned, his eyes were burning, his head was burning and his face became red. As he coughed and choked and gasped for breath, he jumped up and down, saying, ""Ah! Ah! Ah!""But he still continued to eat the fruit! Some people who were looking at him shook their heads and said, ""You're crazy, man. Those are chilies ! You can't eat so many; they're not good for you! People use them as a condiment , but only a little bit to put into food for taste. You can't just eat them by the handful like that; they're not fruit!"" So the stupid master said, ""No, I can't stop! I paid money for them, and now I'll eat them. It's my money!"" And you think that master was stupid, right? Similarly, we sometimes do a lot of things like that. We invest money, time or effort in a relationship, business or job. And even though it's been a long time, bitter experience tells us it won't work, and we know there's no more hope that things will change in the future -- this we definitely know by intuition -- we still continue just because we've invested money, time, effort and love into it. Just like the man who ate the chilies and suffered so much but couldn't stop because he didn't want to waste the money he'd paid. </s>"	The price of chilies is very low. </s>
"Question: The word ""exodus"" in Para3 can be probably explained by _ Context: About 6,000doctors in theprefix = st1 /Philippinesare studying to become nurses so they can find higher-paying jobs abroad, Health Secretary Francisco Duque says. This was up from 2,000 doctors who studied to become nurses last year, Duque said. The exodus of doctors and nurses had created a ""threatening situation for our health care system"" and a task force had been established to examine the potential impact, he said. The team was working on a bill which would require doctors to practice in thePhilippinesfor at least three to four years before they were able to work abroad. ""I think the problem really is the migration of doctors. We have so many nurses now, more than enough to fill up(vacancies). But our doctors are leaving,"" Duque said. A study by the University of thePhilippineshad found that between 2000to 2003 more than 50,000 Filipino nurses went abroad to work. A doctor working in a government hospital in thePhilippinesearns only about 25,000 pesos(446 dollars) a month. A doctor could earn around 8,000dollars a month while working as a nurse overseas. Even lawyers, accountants and engineers are enrolling to brain as nurses. Filipino nurses are in demand in Europe, the United States, the Middle East and even closer to home, such as in Singapore and Japan. However, Health officials have warned the country faces a ""medical apocalypse"" if it continues to lose its health professionals to jobs abroad. </s>"	leave of many people at one time </s>
"Question: The aim of the event ""blind for a day"" is to _ . Context: College students go 'blind for a day' A group of 18 students at the prefix = st1 /leshanTeachers' Collegeexperienced the hardships of the vision damaged during a ""blind for a day"" exercise over the weekend. The college's Department of Education organized the event, aiming to give students an understanding of the daily battle faced by the vision damaged so that they may offer their help in the future. Taiyuan forbids taking pets into its parks The local government of Taiyuanhas banned pets from being taken into the city's parks. The regulation, which came into effect on Saturday, states that anyone who takes pets into parks will be fined from 10 yuan (US$1.27) to 200(US$25). The local government said it introduced the rule because pets may cause harm to other park visitors and their waste pollutes the environment. Enormous pumpkin steals the show A 240-kilogram pumpkin worth over 2,300 yuan (US$293) was the star attraction at an agricultural show in Foshan's Shunde District over the weekend. Visitors all wanted to have their pictures taken with the huge pumpkin at the first Guangdong Agricultural Products Fair. The pumpkin was planted by the Zhuhai Academy of Agriculture Science. More than 1,000 seagulls die on beachofShandong More than 1,000 seagulls died on the beach in Jimo,ShandongProvince, last week. Experts investigating the case stressed that the cause of death was not bird flu. They said the seagulls died from a disease, but they are still testing samples to determine which one. </s>"	make the students understand the blind people and offer help in the future </s>
"Question: According to the passage, Corey _ . Context: He is a familiar sight, the old man who asks change from drivers stopped at a red light on East 35th Street in Slidtown Manhattan every day. After all, he has been at it for 17 years now, seven days a week. With the help of a walker, he hobbles between lanes of traffic, approaching drivers, offering newspapers --- often a free paper collected from boxes on the sidewalk nearby --and asking for change.""Help a guy out?"" he repeats to drivers who will usually hand over a dollar or some change. Most drivers simply regard him as another homeless down-and-out ,but every so often one might realize that it's the legendary comedian Professor Irwin Corey, who is now 98. Over his eight-decade career, he has been on television and in comedy clubs, nightclubs and concert halls worldwide. He began his stage career on Broadway in 1943. Indeed, he still performs fairly regularly -- a week ago he flew to Chicago to play two nights at a local club. And though he has a homeless appearance, Mr. Corey lives in a comfortable 1840 carriage house on East 36th Street between Lexington and Third Avenues that he estimates could sell for $3.5 million. Mr. Corey said he gathers his daily take-- usually about $100, though there have been $250 days-- every few months and donates the money to a charity that buys medical supplies for children in Cuba. As for the drivers he solicits, Mr. Corey said, ""I don't tell them where the money's going, and I'm sure they don't care."" Mr. Corey has traveled to Cuba to donate personally. There are photographs of him with President Fidel Castro on his wall. One is with an inscription by Castro: With admiration, gratitude and affection. </s>"	is still going on with his acting career </s>
"Question: It can be concluded from the passage that _ . Context: It's hard to be the bearer of bad news,but most of IKEA's print and digital fascinating shots of picturesque rooms and products are fake.Those beautiful,""natural-looking"" photos of gorgeous rooms and kitchens are mostly the work of computer magic,adjusted and corrected until they're picture-perfect. Martin Enthed,IT manager for IKEA's in-house communications agency,revealed,""In 2012,12 per cent of its product and concept images was CGI-rendered,increasing to 25 per cent in 2013.Since then,that percentage of rendered images appearing in the company's catalogue and online has tripled.75 per cent of the furniture company's product images today are created by computers."" It's a move that first caught the attention of photographers and graphic designers a few years back when the furniture giant announced it would cancel photoshoots in favor of computer-generated imagery(CGI). Enthed said IKEA began shifting equipment in 2009 when company officials called in his team and said they weren't pleased with some previous photos and CG images. ""So we looked at all the images they said weren't good and the two of three they said were great,and the ones they didn't like were photography and the good ones were all CG,""Enthed said.""Now we only talk about a good or bad image - not what technique created it."" It's a not-so-secret strategy used by top companies specializing in home and furniture design,though many consumers remain oblivious. The company claims the shift is another way to reduce its environmental footprint,saying constructing digital files produces less waste.It also helps the home furnishing empire's pocketbooks. </s>"	IKEA adjusted strategies to answer its need </s>
